"term","name"
"GO:0075297","negative regulation of ascospore formation"
"GO:0075523","viral translational frameshifting"
"GO:0080058","protein deglutathionylation"
"GO:0080090","regulation of primary metabolic process"
"GO:0080120","CAAX-box protein maturation"
"GO:0080129","proteasome core complex assembly"
"GO:0080135","regulation of cellular response to stress"
"GO:0085020","protein K6-linked ubiquitination"
"GO:0089709","L-histidine transmembrane transport"
"GO:0089718","amino acid import across plasma membrane"
"GO:0090029","negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"GO:0090033","positive regulation of filamentous growth"
"GO:0090054","regulation of silent mating-type cassette heterochromatin formation"
"GO:0090055","positive regulation of silent mating-type cassette heterochromatin formation"
"GO:0090063","positive regulation of microtubule nucleation"
"GO:0090068","positive regulation of cell cycle process"
"GO:0090069","regulation of ribosome biogenesis"
"GO:0090070","positive regulation of ribosome biogenesis"
"GO:0090083","regulation of inclusion body assembly"
"GO:0090089","regulation of dipeptide transport"
"GO:0090110","COPII-coated vesicle cargo loading"
"GO:0090114","COPII-coated vesicle budding"
"GO:0090139","mitochondrial chromosome packaging"
"GO:0090141","positive regulation of mitochondrial fission"
"GO:0090148","membrane fission"
"GO:0090150","establishment of protein localization to membrane"
"GO:0090153","regulation of sphingolipid biosynthetic process"
"GO:0090154","positive regulation of sphingolipid biosynthetic process"
"GO:0090155","negative regulation of sphingolipid biosynthetic process"
"GO:0090156","intracellular sphingolipid homeostasis"
"GO:0090158","endoplasmic reticulum membrane organization"
"GO:0090167","Golgi distribution to daughter cells"
"GO:0090169","regulation of spindle assembly"
"GO:0090173","regulation of synaptonemal complex assembly"
"GO:0090180","positive regulation of thiamine biosynthetic process"
"GO:0090204","protein localization to nuclear pore"
"GO:0090207","regulation of triglyceride metabolic process"
"GO:0090234","regulation of kinetochore assembly"
"GO:0090262","regulation of transcription-coupled nucleotide-excision repair"
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint"
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint"
"GO:0090268","activation of mitotic cell cycle spindle assembly checkpoint"
"GO:0090295","nitrogen catabolite repression of transcription"
"GO:0090297","positive regulation of mitochondrial DNA replication"
"GO:0090306","meiotic spindle assembly"
"GO:0090307","mitotic spindle assembly"
"GO:0090316","positive regulation of intracellular protein transport"
"GO:0090329","regulation of DNA-templated DNA replication"
"GO:0090334","regulation of cell wall (1->3)-beta-D-glucan biosynthetic process"
"GO:0090337","regulation of formin-nucleated actin cable assembly"
"GO:0090338","positive regulation of formin-nucleated actin cable assembly"
"GO:0090339","negative regulation of formin-nucleated actin cable assembly"
"GO:0090364","regulation of proteasome assembly"
"GO:0090368","regulation of ornithine metabolic process"
"GO:0090372","positive regulation of glycerol transport"
"GO:0090374","oligopeptide export from mitochondrion"
"GO:0090513","L-histidine transmembrane import into vacuole"
"GO:0090517","L-lysine transmembrane import into vacuole"
"GO:0090522","vesicle tethering involved in exocytosis"
"GO:0090549","response to carbon starvation"
"GO:0090606","single-species surface biofilm formation"
"GO:0090611","ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway"
"GO:0090615","mitochondrial mRNA processing"
"GO:0090630","activation of GTPase activity"
"GO:0090640","phosphatidylcholine biosynthesis from sn-glycero-3-phosphocholine"
"GO:0097010","eukaryotic translation initiation factor 4F complex assembly"
"GO:0097035","regulation of membrane lipid distribution"
"GO:0097036","regulation of plasma membrane sterol distribution"
"GO:0097046","replication fork progression beyond termination site"
"GO:0097051","establishment of protein localization to endoplasmic reticulum membrane"
"GO:0097053","L-kynurenine catabolic process"
"GO:0097054","L-glutamate biosynthetic process"
"GO:0097080","plasma membrane selenite transport"
"GO:0097176","epoxide metabolic process"
"GO:0097185","cellular response to azide"
"GO:0097237","cellular response to toxic substance"
"GO:0097238","cellular response to methylglyoxal"
"GO:0097250","mitochondrial respirasome assembly"
"GO:0097271","protein localization to bud neck"
"GO:0097320","plasma membrane tubulation"
"GO:0097352","autophagosome maturation"
"GO:0097359","UDP-glucosylation"
"GO:0097435","supramolecular fiber organization"
"GO:0097446","protein localization to eisosome filament"
"GO:0097466","ubiquitin-dependent glycoprotein ERAD pathway"
"GO:0097510","base-excision repair, AP site formation via deaminated base removal"
"GO:0097552","mitochondrial double-strand break repair via homologous recombination"
"GO:0097553","calcium ion transmembrane import into cytosol"
"GO:0097576","vacuole fusion"
"GO:0097622","cytoplasmic translational elongation through polyproline stretches"
"GO:0097623","potassium ion export across plasma membrane"
"GO:0097656","cell-cell self recognition"
"GO:0097680","double-strand break repair via classical nonhomologous end joining"
"GO:0097681","double-strand break repair via alternative nonhomologous end joining"
"GO:0097695","establishment of protein-containing complex localization to telomere"
"GO:0097720","calcineurin-mediated signaling"
"GO:0097745","mitochondrial tRNA 5'-end processing"
"GO:0097749","membrane tubulation"
"GO:0097752","regulation of DNA stability"
"GO:0097753","membrane bending"
"GO:0098530","positive regulation of strand invasion"
"GO:0098609","cell-cell adhesion"
"GO:0098629","trans-Golgi network membrane organization"
"GO:0098653","centromere clustering"
"GO:0098655","monoatomic cation transmembrane transport"
"GO:0098656","monoatomic anion transmembrane transport"
"GO:0098703","calcium ion import across plasma membrane"
"GO:0098706","iron ion import across cell outer membrane"
"GO:0098708","D-glucose import across plasma membrane"
"GO:0098717","pantothenate import across plasma membrane"
"GO:0098718","serine import across plasma membrane"
"GO:0098734","macromolecule depalmitoylation"
"GO:0098771","inorganic ion homeostasis"
"GO:0098813","nuclear chromosome segregation"
"GO:0098841","protein localization to cell division site after cytokinesis"
"GO:0098863","nuclear migration by microtubule mediated pushing forces"
"GO:0098869","cellular oxidant detoxification"
"GO:0099022","vesicle tethering"
"GO:0099040","ceramide translocation"
"GO:0099116","tRNA 5'-end processing"
"GO:0099500","vesicle fusion to plasma membrane"
"GO:0099606","microtubule plus-end directed mitotic chromosome migration"
"GO:0099638","endosome to plasma membrane protein transport"
"GO:0101018","negative regulation of mitotic DNA replication initiation from late origin"
"GO:0106004","tRNA (guanine-N7)-methylation"
"GO:0106005","RNA 5'-cap (guanine-N7)-methylation"
"GO:0106071","positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway"
"GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity"
"GO:0106214","regulation of vesicle fusion with Golgi apparatus"
"GO:0106279","negative regulation of UDP-N-acetylglucosamine biosynthetic process"
"GO:0106300","protein-DNA covalent cross-linking repair"
"GO:0106380","purine ribonucleotide salvage"
"GO:0110004","positive regulation of tRNA methylation"
"GO:0110009","formin-nucleated actin cable organization"
"GO:0110027","negative regulation of DNA strand resection involved in replication fork processing"
"GO:0110029","negative regulation of meiosis I"
"GO:0110031","negative regulation of G2/MI transition of meiotic cell cycle"
"GO:0110032","positive regulation of G2/MI transition of meiotic cell cycle"
"GO:0110051","metabolite repair"
"GO:0110052","toxic metabolite repair"
"GO:0110076","negative regulation of ferroptosis"
"GO:0110083","positive regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly"
"GO:0110095","cellular detoxification of aldehyde"
"GO:0110120","gamma-tubulin complex localization to nuclear side of mitotic spindle pole body"
"GO:0110121","gamma-tubulin complex localization to cytoplasmic side of mitotic spindle pole body"
"GO:0110136","protein-RNA complex remodeling"
"GO:0110154","RNA decapping"
"GO:0110155","NAD-cap decapping"
"GO:0120009","intermembrane lipid transfer"
"GO:0120010","intermembrane phospholipid transfer"
"GO:0120029","proton export across plasma membrane"
"GO:0120133","negative regulation of actin cortical patch assembly"
"GO:0120174","stress-induced homeostatically regulated protein degradation pathway"
"GO:0120213","regulation of histidine biosynthetic process"
"GO:0120236","negative regulation of post-translational protein targeting to membrane, translocation"
"GO:0120254","olefinic compound metabolic process"
"GO:0140013","meiotic nuclear division"
"GO:0140014","mitotic nuclear division"
"GO:0140021","mitochondrial ADP transmembrane transport"
"GO:0140042","lipid droplet formation"
"GO:0140053","mitochondrial gene expression"
"GO:0140056","organelle localization by membrane tethering"
"GO:0140067","peptidyl-lysine butyrylation"
"GO:0140115","export across plasma membrane"
"GO:0140206","dipeptide import across plasma membrane"
"GO:0140273","repair of mitotic kinetochore microtubule attachment defect"
"GO:0140277","endoplasmic reticulum N-glycan trimming"
"GO:0140278","mitotic division septum assembly"
"GO:0140281","positive regulation of mitotic division septum assembly"
"GO:0140300","serine import into mitochondrion"
"GO:0140331","aminophospholipid translocation"
"GO:0140455","cytoplasm protein quality control"
"GO:0140466","iron-sulfur cluster export from the mitochondrion"
"GO:0140469","GCN2-mediated signaling"
"GO:0140504","microlipophagy"
"GO:0140530","MCM complex loading"
"GO:0140569","extraction of mislocalized protein from ER membrane"
"GO:0140570","extraction of mislocalized protein from mitochondrial outer membrane"
"GO:0140588","chromatin looping"
"GO:0140624","EGAD pathway"
"GO:0140647","P450-containing electron transport chain"
"GO:0140673","transcription elongation-coupled chromatin remodeling"
"GO:0140694","membraneless organelle assembly"
"GO:0140708","CAT tailing"
"GO:0140861","DNA repair-dependent chromatin remodeling"
"GO:0140887","positive regulation of nucleosome disassembly"
"GO:0141014","ribosome hibernation"
"GO:0141124","intracellular signaling cassette"
"GO:0141156","cAMP/PKA signal transduction"
"GO:0141162","negative regulation of cAMP/PKA signal transduction"
"GO:0141164","mitochondrial protein quality control"
"GO:0160020","positive regulation of ferroptosis"
"GO:0160031","endoplasmic reticulum membrane biogenesis"
"GO:0160091","spliceosome-depend formation of circular RNA"
"GO:0160127","protein-RNA covalent cross-linking repair"
"GO:0160203","mitochondrial disulfide relay system"
"GO:0180023","cytosolic large ribosomal subunit assembly"
"GO:0180026","mitochondrial small ribosomal subunit assembly"
"GO:0180046","GPI anchored protein biosynthesis"
"GO:0180047","dolichol phosphate mannose biosynthetic process"
"GO:1900036","positive regulation of cellular response to heat"
"GO:1900059","positive regulation of sulfate assimilation"
"GO:1900060","negative regulation of ceramide biosynthetic process"
"GO:1900063","regulation of peroxisome organization"
"GO:1900064","positive regulation of peroxisome organization"
"GO:1900079","regulation of arginine biosynthetic process"
"GO:1900080","positive regulation of arginine biosynthetic process"
"GO:1900081","regulation of arginine catabolic process"
"GO:1900082","negative regulation of arginine catabolic process"
"GO:1900089","negative regulation of inositol biosynthetic process"
"GO:1900090","positive regulation of inositol biosynthetic process"
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response"
"GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response"
"GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response"
"GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900180","regulation of protein localization to nucleus"
"GO:1900182","positive regulation of protein localization to nucleus"
"GO:1900186","negative regulation of clathrin-dependent endocytosis"
"GO:1900189","positive regulation of cell adhesion involved in single-species biofilm formation"
"GO:1900208","regulation of cardiolipin metabolic process"
"GO:1900237","positive regulation of induction of conjugation with cellular fusion"
"GO:1900399","positive regulation of pyrimidine nucleotide biosynthetic process"
"GO:1900407","regulation of cellular response to oxidative stress"
"GO:1900429","negative regulation of filamentous growth of a population of unicellular organisms"
"GO:1900430","positive regulation of filamentous growth of a population of unicellular organisms"
"GO:1900436","positive regulation of filamentous growth of a population of unicellular organisms in response to starvation"
"GO:1900461","positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter"
"GO:1900469","negative regulation of phosphatidylserine biosynthetic process"
"GO:1900470","positive regulation of phosphatidylserine biosynthetic process"
"GO:1900481","negative regulation of diacylglycerol biosynthetic process"
"GO:1900735","positive regulation of flocculation"
"GO:1900744","regulation of p38MAPK cascade"
"GO:1900749","(R)-carnitine transport"
"GO:1900829","D-tyrosine catabolic process"
"GO:1900832","D-leucine catabolic process"
"GO:1901067","ferulate catabolic process"
"GO:1901135","carbohydrate derivative metabolic process"
"GO:1901136","carbohydrate derivative catabolic process"
"GO:1901137","carbohydrate derivative biosynthetic process"
"GO:1901195","positive regulation of formation of translation preinitiation complex"
"GO:1901255","nucleotide-excision repair involved in interstrand cross-link repair"
"GO:1901289","succinyl-CoA catabolic process"
"GO:1901299","negative regulation of hydrogen peroxide-mediated programmed cell death"
"GO:1901319","positive regulation of trehalose catabolic process"
"GO:1901352","negative regulation of phosphatidylglycerol biosynthetic process"
"GO:1901426","response to furfural"
"GO:1901494","regulation of cysteine metabolic process"
"GO:1901503","ether biosynthetic process"
"GO:1901524","regulation of mitophagy"
"GO:1901525","negative regulation of mitophagy"
"GO:1901553","malonic acid transmembrane transport"
"GO:1901605","alpha-amino acid metabolic process"
"GO:1901607","alpha-amino acid biosynthetic process"
"GO:1901642","nucleoside transmembrane transport"
"GO:1901663","quinone biosynthetic process"
"GO:1901673","regulation of mitotic spindle assembly"
"GO:1901679","nucleotide transmembrane transport"
"GO:1901684","arsenate ion transmembrane transport"
"GO:1901704","L-glutamine biosynthetic process"
"GO:1901710","regulation of homoserine biosynthetic process"
"GO:1901711","negative regulation of homoserine biosynthetic process"
"GO:1901714","positive regulation of urea catabolic process"
"GO:1901717","positive regulation of gamma-aminobutyric acid catabolic process"
"GO:1901799","negative regulation of proteasomal protein catabolic process"
"GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I"
"GO:1901856","negative regulation of cellular respiration"
"GO:1901857","positive regulation of cellular respiration"
"GO:1901858","regulation of mitochondrial DNA metabolic process"
"GO:1901859","negative regulation of mitochondrial DNA metabolic process"
"GO:1901900","regulation of protein localization to cell division site"
"GO:1901901","regulation of protein localization to cell division site involved in cytokinesis"
"GO:1901907","diadenosine pentaphosphate catabolic process"
"GO:1901909","diadenosine hexaphosphate catabolic process"
"GO:1901911","adenosine 5'-(hexahydrogen pentaphosphate) catabolic process"
"GO:1901925","negative regulation of protein import into nucleus during spindle assembly checkpoint"
"GO:1901962","S-adenosyl-L-methionine transmembrane transport"
"GO:1901987","regulation of cell cycle phase transition"
"GO:1901991","negative regulation of mitotic cell cycle phase transition"
"GO:1901992","positive regulation of mitotic cell cycle phase transition"
"GO:1902001","fatty acid transmembrane transport"
"GO:1902047","polyamine transmembrane transport"
"GO:1902075","cellular response to salt"
"GO:1902104","positive regulation of metaphase/anaphase transition of meiotic cell cycle"
"GO:1902115","regulation of organelle assembly"
"GO:1902117","positive regulation of organelle assembly"
"GO:1902170","cellular response to reactive nitrogen species"
"GO:1902269","positive regulation of polyamine transmembrane transport"
"GO:1902270","(R)-carnitine transmembrane transport"
"GO:1902274","positive regulation of (R)-carnitine transmembrane transport"
"GO:1902275","regulation of chromatin organization"
"GO:1902340","negative regulation of chromosome condensation"
"GO:1902341","xylitol transmembrane transport"
"GO:1902356","oxaloacetate(2-) transmembrane transport"
"GO:1902358","sulfate transmembrane transport"
"GO:1902365","positive regulation of protein localization to spindle pole body"
"GO:1902404","mitotic actomyosin contractile ring contraction"
"GO:1902410","mitotic cytokinetic process"
"GO:1902412","regulation of mitotic cytokinesis"
"GO:1902413","negative regulation of mitotic cytokinesis"
"GO:1902426","deactivation of mitotic spindle assembly checkpoint"
"GO:1902440","protein localization to mitotic spindle pole body"
"GO:1902475","L-alpha-amino acid transmembrane transport"
"GO:1902476","chloride transmembrane transport"
"GO:1902480","protein localization to mitotic spindle"
"GO:1902497","iron-sulfur cluster transmembrane transport"
"GO:1902499","positive regulation of protein autoubiquitination"
"GO:1902531","regulation of intracellular signal transduction"
"GO:1902542","regulation of protein localization to mitotic spindle pole body"
"GO:1902543","negative regulation of protein localization to mitotic spindle pole body"
"GO:1902558","5'-adenylyl sulfate transmembrane transport"
"GO:1902559","3'-phospho-5'-adenylyl sulfate transmembrane transport"
"GO:1902570","protein localization to nucleolus"
"GO:1902600","proton transmembrane transport"
"GO:1902603","carnitine transmembrane transport"
"GO:1902616","O-acyl-L-carnitine transmembrane transport"
"GO:1902626","assembly of large subunit precursor of preribosome"
"GO:1902647","negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process"
"GO:1902657","protein localization to prospore membrane"
"GO:1902660","negative regulation of glucose mediated signaling pathway"
"GO:1902681","regulation of replication fork arrest at rDNA repeats"
"GO:1902684","negative regulation of receptor localization to synapse"
"GO:1902751","positive regulation of cell cycle G2/M phase transition"
"GO:1902775","mitochondrial large ribosomal subunit assembly"
"GO:1902806","regulation of cell cycle G1/S phase transition"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis"
"GO:1902889","protein localization to spindle microtubule"
"GO:1902906","proteasome storage granule assembly"
"GO:1902915","negative regulation of protein polyubiquitination"
"GO:1902927","inulin catabolic process"
"GO:1902930","regulation of alcohol biosynthetic process"
"GO:1902935","protein localization to septin ring"
"GO:1902953","positive regulation of ER to Golgi vesicle-mediated transport"
"GO:1902969","mitotic DNA replication"
"GO:1902974","meiotic DNA replication initiation"
"GO:1902975","mitotic DNA replication initiation"
"GO:1902977","mitotic DNA replication preinitiation complex assembly"
"GO:1902979","mitotic DNA replication termination"
"GO:1902983","DNA strand elongation involved in mitotic DNA replication"
"GO:1902986","regulation of lysine biosynthetic process via aminoadipic acid"
"GO:1903003","positive regulation of protein deubiquitination"
"GO:1903024","positive regulation of ascospore-type prospore membrane formation"
"GO:1903044","protein localization to membrane raft"
"GO:1903087","mitotic spindle pole body duplication"
"GO:1903088","5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport"
"GO:1903100","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process"
"GO:1903108","regulation of mitochondrial transcription"
"GO:1903112","positive regulation of single-strand break repair via homologous recombination"
"GO:1903138","negative regulation of cell integrity MAPK cascade"
"GO:1903139","positive regulation of cell integrity MAPK cascade"
"GO:1903147","negative regulation of autophagy of mitochondrion"
"GO:1903222","quinolinic acid transmembrane transport"
"GO:1903241","U2-type prespliceosome assembly"
"GO:1903260","protein localization to mating projection tip"
"GO:1903292","protein localization to Golgi membrane"
"GO:1903319","positive regulation of protein maturation"
"GO:1903329","regulation of iron-sulfur cluster assembly"
"GO:1903332","regulation of protein folding"
"GO:1903333","negative regulation of protein folding"
"GO:1903338","regulation of cell wall organization or biogenesis"
"GO:1903341","regulation of meiotic DNA double-strand break formation"
"GO:1903342","negative regulation of meiotic DNA double-strand break formation"
"GO:1903353","regulation of nucleus organization"
"GO:1903358","regulation of Golgi organization"
"GO:1903395","regulation of secondary cell septum biogenesis"
"GO:1903401","L-lysine transmembrane transport"
"GO:1903424","fluoride transmembrane transport"
"GO:1903432","regulation of TORC1 signaling"
"GO:1903450","regulation of G1 to G0 transition"
"GO:1903452","positive regulation of G1 to G0 transition"
"GO:1903457","lactate catabolic process"
"GO:1903461","Okazaki fragment processing involved in mitotic DNA replication"
"GO:1903466","regulation of mitotic DNA replication initiation"
"GO:1903468","positive regulation of DNA replication initiation"
"GO:1903471","regulation of mitotic actomyosin contractile ring contraction"
"GO:1903473","positive regulation of mitotic actomyosin contractile ring contraction"
"GO:1903475","mitotic actomyosin contractile ring assembly"
"GO:1903476","protein localization to cell division site involved in mitotic actomyosin contractile ring assembly"
"GO:1903479","mitotic actomyosin contractile ring assembly actin filament organization"
"GO:1903500","negative regulation of mitotic actomyosin contractile ring assembly"
"GO:1903501","positive regulation of mitotic actomyosin contractile ring assembly"
"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum"
"GO:1903525","regulation of membrane tubulation"
"GO:1903574","negative regulation of cellular response to amino acid starvation"
"GO:1903577","cellular response to L-arginine"
"GO:1903692","methionine import across plasma membrane"
"GO:1903710","spermine transmembrane transport"
"GO:1903711","spermidine transmembrane transport"
"GO:1903712","cysteine transmembrane transport"
"GO:1903749","positive regulation of protein localization to mitochondrion"
"GO:1903753","negative regulation of p38MAPK cascade"
"GO:1903765","negative regulation of potassium ion export across plasma membrane"
"GO:1903766","positive regulation of potassium ion export across plasma membrane"
"GO:1903775","regulation of DNA double-strand break processing"
"GO:1903778","protein localization to vacuolar membrane"
"GO:1903790","guanine nucleotide transmembrane transport"
"GO:1903791","uracil transmembrane transport"
"GO:1903801","L-leucine import across plasma membrane"
"GO:1903826","L-arginine transmembrane transport"
"GO:1903830","magnesium ion transmembrane transport"
"GO:1903833","positive regulation of cellular response to amino acid starvation"
"GO:1903843","cellular response to arsenite ion"
"GO:1903873","negative regulation of DNA recombinase mediator complex assembly"
"GO:1903895","negative regulation of IRE1-mediated unfolded protein response"
"GO:1903896","positive regulation of IRE1-mediated unfolded protein response"
"GO:1903939","regulation of TORC2 signaling"
"GO:1904152","regulation of retrograde protein transport, ER to cytosol"
"GO:1904231","positive regulation of succinate dehydrogenase activity"
"GO:1904257","zinc ion import into Golgi lumen"
"GO:1904262","negative regulation of TORC1 signaling"
"GO:1904263","positive regulation of TORC1 signaling"
"GO:1904287","positive regulation of protein-pyridoxal-5-phosphate linkage"
"GO:1904289","regulation of mitotic DNA damage checkpoint"
"GO:1904291","positive regulation of mitotic DNA damage checkpoint"
"GO:1904293","negative regulation of ERAD pathway"
"GO:1904380","endoplasmic reticulum mannose trimming"
"GO:1904382","mannose trimming involved in glycoprotein ERAD pathway"
"GO:1904462","ergosteryl 3-beta-D-glucoside catabolic process"
"GO:1904498","protein localization to mitotic actomyosin contractile ring"
"GO:1904524","negative regulation of DNA amplification"
"GO:1904547","regulation of cellular response to glucose starvation"
"GO:1904595","positive regulation of termination of RNA polymerase II transcription"
"GO:1904659","D-glucose transmembrane transport"
"GO:1904669","ATP export"
"GO:1904679","myo-inositol import across plasma membrane"
"GO:1904688","regulation of cytoplasmic translational initiation"
"GO:1904749","regulation of protein localization to nucleolus"
"GO:1904750","negative regulation of protein localization to nucleolus"
"GO:1904751","positive regulation of protein localization to nucleolus"
"GO:1904775","positive regulation of ubiquinone biosynthetic process"
"GO:1904802","RITS complex assembly"
"GO:1904812","rRNA acetylation involved in maturation of SSU-rRNA"
"GO:1904824","anaphase-promoting complex assembly"
"GO:1904825","protein localization to microtubule plus-end"
"GO:1904828","positive regulation of hydrogen sulfide biosynthetic process"
"GO:1904853","protein localization to ascospore wall"
"GO:1904902","ESCRT III complex assembly"
"GO:1904968","positive regulation of spindle attachment to meiosis I kinetochore"
"GO:1904983","glycine import into mitochondrion"
"GO:1905037","autophagosome organization"
"GO:1905047","mitotic spindle pole body organization"
"GO:1905082","regulation of mitochondrial translational elongation"
"GO:1905088","positive regulation of synaptonemal complex assembly"
"GO:1905143","eukaryotic translation initiation factor 2 complex assembly"
"GO:1905153","regulation of membrane invagination"
"GO:1905168","positive regulation of double-strand break repair via homologous recombination"
"GO:1905261","regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination"
"GO:1905262","negative regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination"
"GO:1905263","positive regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination"
"GO:1905325","regulation of meiosis I spindle assembly checkpoint"
"GO:1905326","positive regulation of meiosis I spindle assembly checkpoint"
"GO:1905329","sphingoid long-chain base transport"
"GO:1905342","positive regulation of protein localization to kinetochore"
"GO:1905356","regulation of snRNA pseudouridine synthesis"
"GO:1905477","positive regulation of protein localization to membrane"
"GO:1905524","negative regulation of protein autoubiquitination"
"GO:1905560","negative regulation of kinetochore assembly"
"GO:1905634","regulation of protein localization to chromatin"
"GO:1905785","negative regulation of anaphase-promoting complex-dependent catabolic process"
"GO:1905786","positive regulation of anaphase-promoting complex-dependent catabolic process"
"GO:1905866","positive regulation of Atg1/ULK1 kinase complex assembly"
"GO:1905897","regulation of response to endoplasmic reticulum stress"
"GO:1905907","negative regulation of amyloid fibril formation"
"GO:1990000","amyloid fibril formation"
"GO:1990044","protein localization to lipid droplet"
"GO:1990113","RNA polymerase I assembly"
"GO:1990114","RNA polymerase II core complex assembly"
"GO:1990115","RNA polymerase III assembly"
"GO:1990116","ribosome-associated ubiquitin-dependent protein catabolic process"
"GO:1990139","protein localization to nuclear periphery"
"GO:1990145","maintenance of translational fidelity"
"GO:1990166","protein localization to site of double-strand break"
"GO:1990169","stress response to copper ion"
"GO:1990171","SCF complex disassembly in response to cadmium stress"
"GO:1990180","mitochondrial tRNA 3'-end processing"
"GO:1990236","proteasome core complex import into nucleus"
"GO:1990261","pre-mRNA catabolic process"
"GO:1990344","secondary cell septum biogenesis"
"GO:1990383","cellular response to biotin starvation"
"GO:1990394","cellular response to cell wall damage"
"GO:1990414","replication-born double-strand break repair via sister chromatid exchange"
"GO:1990417","snoRNA release from pre-rRNA"
"GO:1990426","mitotic recombination-dependent replication fork processing"
"GO:1990451","cellular stress response to acidic pH"
"GO:1990456","mitochondrion-endoplasmic reticulum membrane tethering"
"GO:1990461","detoxification of iron ion"
"GO:1990481","mRNA pseudouridine synthesis"
"GO:1990516","ribonucleotide excision repair"
"GO:1990519","pyrimidine nucleotide import into mitochondrion"
"GO:1990536","phosphoenolpyruvate transmembrane import into Golgi lumen"
"GO:1990539","fructose import across plasma membrane"
"GO:1990542","mitochondrial transmembrane transport"
"GO:1990544","mitochondrial ATP transmembrane transport"
"GO:1990545","mitochondrial thiamine pyrophosphate transmembrane transport"
"GO:1990547","mitochondrial phosphate ion transmembrane transport"
"GO:1990549","mitochondrial NAD transmembrane transport"
"GO:1990559","mitochondrial coenzyme A transmembrane transport"
"GO:1990569","UDP-N-acetylglucosamine transmembrane transport"
"GO:1990570","GDP-mannose transmembrane transport"
"GO:1990573","potassium ion import across plasma membrane"
"GO:1990575","mitochondrial L-ornithine transmembrane transport"
"GO:1990577","C-terminal protein demethylation"
"GO:1990608","mitotic spindle pole body localization"
"GO:1990611","regulation of cytoplasmic translational initiation in response to stress"
"GO:1990616","magnesium ion export from mitochondrion"
"GO:1990626","mitochondrial outer membrane fusion"
"GO:1990627","mitochondrial inner membrane fusion"
"GO:1990641","response to iron ion starvation"
"GO:1990683","DNA double-strand break attachment to nuclear envelope"
"GO:1990734","astral microtubule anchoring at mitotic spindle pole body"
"GO:1990748","cellular detoxification"
"GO:1990758","mitotic sister chromatid biorientation"
"GO:1990799","mitochondrial tRNA wobble position uridine thiolation"
"GO:1990822","basic amino acid transmembrane transport"
"GO:1990854","vacuole-ER tethering"
"GO:1990882","rRNA acetylation"
"GO:1990918","double-strand break repair involved in meiotic recombination"
"GO:1990928","response to amino acid starvation"
"GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane"
"GO:1990976","protein transport along microtubule to mitotic spindle pole body"
"GO:1990986","DNA recombinase disassembly"
"GO:2000001","regulation of DNA damage checkpoint"
"GO:2000002","negative regulation of DNA damage checkpoint"
"GO:2000003","positive regulation of DNA damage checkpoint"
"GO:2000042","negative regulation of double-strand break repair via homologous recombination"
"GO:2000045","regulation of G1/S transition of mitotic cell cycle"
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process"
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process"
"GO:2000104","negative regulation of DNA-templated DNA replication"
"GO:2000105","positive regulation of DNA-templated DNA replication"
"GO:2000114","regulation of establishment of cell polarity"
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle"
"GO:2000144","positive regulation of DNA-templated transcription initiation"
"GO:2000156","regulation of retrograde vesicle-mediated transport, Golgi to ER"
"GO:2000185","regulation of phosphate transmembrane transport"
"GO:2000198","negative regulation of ribonucleoprotein complex localization"
"GO:2000200","regulation of ribosomal subunit export from nucleus"
"GO:2000203","regulation of ribosomal large subunit export from nucleus"
"GO:2000214","regulation of L-proline metabolic process"
"GO:2000217","regulation of invasive growth in response to glucose limitation"
"GO:2000218","negative regulation of invasive growth in response to glucose limitation"
"GO:2000219","positive regulation of invasive growth in response to glucose limitation"
"GO:2000220","regulation of pseudohyphal growth"
"GO:2000221","negative regulation of pseudohyphal growth"
"GO:2000222","positive regulation of pseudohyphal growth"
"GO:2000232","regulation of rRNA processing"
