# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YBR072C-A	II	382860	383021	-	162	0	2	4	2	5	0
gene:YBR073W	II	383112	385988	+	2877	2263	1490	1197	1159	986	1041
gene:YBR074W	II	386286	389216	+	2931	6433	3321	3382	6886	6369	7579
gene:YBR076W	II	390227	391291	+	1065	15339	9067	5324	3774	2861	2146
gene:YBR076C-A	II	391351	391617	-	267	393	585	336	441	463	405
gene:YBR077C	II	391805	392293	-	489	1450	1807	1325	1516	1473	1427
gene:YBR078W	II;II	393123;393511	393180;394742	+;+	1290	20395	10762	12099	32215	30330	33723
gene:YBR079C	II	395383	398277	-	2895	11209	3712	5045	15198	14748	17192
gene:YBR080C	II	398614	400890	-	2277	6151	3348	3342	4491	3659	4833
gene:YBR081C	II	401253	405251	-	3999	6490	3815	3140	3211	2916	3669
gene:tR(UCU)B	II	405878	405949	+	72	0	0	0	1	0	0
gene:tD(GUC)B	II	405960	406031	+	72	1	1	0	1	0	0
gene:YBR082C	II;II	406628;407123	407027;407169	-;-	447	5252	3597	1283	6245	7172	6397
gene:YBR083W	II	409169	410629	+	1461	1839	1317	1424	2845	2827	3171
gene:YBR084W	II	411054	413981	+	2928	7412	1658	2175	12663	11115	13463
gene:YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	17473	10271	7248	13703	18708	17417
gene:YBR085W	II	415983	416906	+	924	73	55	36	65	83	99
gene:YBR085C-A	II	418907	419164	-	258	10609	15825	6509	7920	9448	7638
gene:YBR086C	II	420201	423041	-	2841	15570	12969	12836	8996	8529	12297
gene:YBR087W	II	423765	424829	+	1065	2048	1798	944	1389	1519	1463
gene:YBR088C	II	424990	425766	-	777	4244	4182	1677	2183	3032	2607
gene:YBR089W	II	425183	425782	+	600	2	2	2	0	2	0
gene:YBR089C-A	II	426190	426489	-	300	1969	2723	1623	1476	1525	1154
gene:YBR090C	II;II	426333;426874	426516;427058	-;-	369	89	104	70	77	77	59
gene:YBR091C	II	427155	427484	-	330	207	280	89	302	379	280
gene:YBR092C	II	427698	429101	-	1404	2258	976	1024	4186	3913	3807
gene:YBR093C	II	429548	430951	-	1404	1015	862	703	991	885	1132
gene:YBR094W	II	432036	434297	+	2262	5608	4023	2982	2698	2116	3132
gene:YBR095C	II	434406	435698	-	1293	3866	2118	1231	2123	2400	2500
gene:YBR096W	II	436021	436713	+	693	931	1068	546	920	1101	945
gene:YBR097W	II	436951	441315	+	4365	6026	4534	5418	2299	2068	2903
gene:YBR098W	II	441515	443590	+	2076	2674	1952	1334	924	796	1027
gene:YBR099C	II	442924	443307	-	384	254	259	174	225	156	232
gene:YBR101C	II	443821	444693	-	873	3797	3800	2629	2811	2932	2957
gene:YBR102C	II	445062	447323	-	2262	3402	2075	1980	2597	2197	2964
gene:YBR103W	II	447709	449316	+	1608	2448	1289	1228	1768	1571	2018
gene:YBR103C-A	II	449320	449463	-	144	0	3	4	4	3	4
gene:YBR104W	II	449667	450656	+	990	983	516	460	1803	1806	1801
gene:YBR105C	II	450881	451969	-	1089	14573	13020	13607	24328	20170	25617
gene:YBR106W	II	452658	453224	+	567	9768	7473	4724	16529	17702	14631
gene:YBR107C	II	453793	454530	-	738	1322	1085	927	851	758	895
gene:YBR108W	II	454822	457665	+	2844	4206	3306	3976	2664	2354	2937
gene:YBR109C	II	457919	458362	-	444	6675	8304	5285	4743	6061	5126
gene:YBR109W-A	II	458608	458832	+	225	88	57	34	92	72	127
gene:YBR110W	II	458872	460221	+	1350	1861	1878	1448	1712	1550	1937
gene:YBR111C	II	461178	461873	-	696	4527	4729	2533	2268	2837	2928
gene:YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	724	754	262	614	766	662
gene:YBR112C	II	462870	465770	-	2901	7759	4832	5364	4980	4320	5510
gene:YBR113W	II	465566	466048	+	483	15	10	4	6	4	6
gene:YBR114W	II	467248	469620	+	2373	5625	3673	3981	5830	4989	6536
gene:YBR115C	II	469748	473926	-	4179	12778	6794	7986	14600	12358	14494
gene:YBR116C	II	474199	474726	-	528	270	405	461	147	199	212
gene:YBR117C	II	474392	476437	-	2046	33119	48343	57456	19804	17777	22374
gene:YBR118W	II	477671	479047	+	1377	69927	67121	79561	95013	125342	106660
gene:YBR119W	II;II	479338;479435	479345;480323	+;+	897	3422	2205	987	1457	1514	1684
gene:YBR120C	II	480435	480923	-	489	1098	869	343	676	732	856
gene:YBR121C	II	481364	483367	-	2004	17689	7257	6550	21653	20665	23444
gene:YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0
gene:YBR122C	II	483970	484503	-	534	2615	2066	1043	2406	2343	2420
gene:YBR123C	II	484742	486691	-	1950	2215	1313	945	1311	1152	1640
gene:YBR124W	II	486507	486866	+	360	11	11	9	8	8	4
gene:YBR125C	II	487199	488380	-	1182	2512	1942	1465	2190	1916	2410
gene:YBR126C	II	488905	490392	-	1488	15164	18368	22553	8475	8299	8938
gene:YBR126W-A	II	490850	491056	+	207	4	15	10	4	9	1
gene:YBR126W-B	II	490927	491070	+	144	36	26	21	18	31	18
gene:YBR127C	II	491269	492822	-	1554	25879	22559	29019	29297	29249	34292
gene:YBR128C	II	493081	494115	-	1035	1990	1765	919	766	612	770
gene:YBR129C	II	494353	495339	-	987	2703	1961	1228	2108	1904	2263
gene:YBR130C	II	495592	496869	-	1278	2016	1217	753	1106	1074	1386
gene:YBR131W	II	497163	499277	+	2115	1471	1036	869	904	728	989
gene:YBR131C-A	II	497650	497739	-	90	1	0	1	0	3	5
gene:YBR132C	II	499652	501442	-	1791	3835	5942	7465	5816	5628	5487
gene:YBR133C	II	501804	504287	-	2484	5124	3172	2665	3739	3095	3828
gene:YBR134W	II	504243	504644	+	402	9	8	9	21	14	17
gene:YBR135W	II	504854	505306	+	453	1393	1261	670	1299	1458	1383
gene:YBR136W	II	505668	512774	+	7107	13527	9447	10681	5450	4403	5592
gene:YBR137W	II	513044	513583	+	540	2035	2817	1623	1156	1442	1324
gene:YBR138C	II	513762	515336	-	1575	2052	1333	700	856	759	853
gene:YBR139W	II	515664	517190	+	1527	9726	11828	10205	5319	5198	5664
gene:YBR140C	II	517350	526628	-	9279	40618	31146	42953	25207	19398	27809
gene:YBR141C	II	527025	528038	-	1014	982	527	444	1371	1254	1510
gene:YBR141W-A	II	527167	527262	+	96	12	37	22	15	6	15
gene:YBR142W	II	528317	530638	+	2322	7736	1911	2098	9583	8889	11046
gene:YBR143C	II	530869	532182	-	1314	13524	4835	4551	17098	16488	17888
gene:YBR144C	II	533235	533549	-	315	6	4	5	10	11	11
gene:YBR145W	II	533762	534817	+	1056	1088	1192	1158	2669	2773	2205
gene:YBR146W	II	535260	536096	+	837	3604	2348	2008	2959	2695	3586
gene:YBR147W	II	536575	537465	+	891	2234	3263	2395	3373	3958	3372
gene:YBR148W	II	537876	539705	+	1830	22317	9944	3495	4629	3773	3381
gene:YBR149W	II	539987	541021	+	1035	23236	26533	25237	15145	15315	17774
gene:YBR150C	II	541209	544493	-	3285	8190	4442	4161	5508	4582	5595
gene:YBR151W	II	545028	545978	+	951	3134	3500	1865	1951	1834	2010
gene:YBR152W	II	546376	547251	+	876	1352	692	465	851	729	1015
gene:YBR153W	II	547460	548194	+	735	1077	646	490	942	1110	1181
gene:YBR154C	II	548362	549009	-	648	6312	2489	1085	5196	6731	6685
gene:YBR155W	II	549771	550928	+	1158	2249	800	529	1423	1440	1832
gene:YBR156C	II	551104	553200	-	2097	3103	1896	1249	989	886	1192
gene:YBR157C	II	553543	554310	-	768	1191	891	502	592	539	686
gene:YBR158W	II	556549	558198	+	1650	1399	1344	1305	1033	1204	1552
gene:YBR159W	II	558685	559728	+	1044	2431	1998	1392	1637	1508	1508
gene:YBR160W	II	560078	560974	+	897	3902	3327	1742	3394	3465	3284
gene:YBR161W	II	561634	562764	+	1131	2348	1868	1016	1019	1081	1331
gene:YBR162C	II	563203	564570	-	1368	2834	1757	2639	7285	6560	6914
gene:YBR162W-A	II	565231	565428	+	198	1397	1225	182	835	1092	846
gene:YBR163W	II	565723	567480	+	1758	2613	1711	1144	1791	1683	2215
gene:YBR164C	II	567875	568426	-	552	1117	657	375	849	931	1038
gene:YBR165W	II	568852	569685	+	834	2253	1947	1186	2045	1909	1947
gene:YBR166C	II	569842	571200	-	1359	3340	1762	992	2414	2072	2526
gene:YBR167C	II	571468	571890	-	423	1179	839	333	659	734	749
gene:YBR168W	II	572371	573612	+	1242	3198	2532	1282	1331	1146	1176
gene:YBR169C	II	573915	575996	-	2082	20138	17955	14327	6957	7012	7686
gene:YBR170C	II	576344	578086	-	1743	5016	3754	3208	3268	3023	3763
gene:YBR171W	II	578364	578984	+	621	1840	1446	483	1592	1903	2197
gene:YBR172C	II	579150	581372	-	2223	8145	3169	2637	7700	7237	8675
gene:YBR173C	II	581726	582172	-	447	4935	5567	3127	3211	3394	3445
gene:YBR174C	II	582338	582652	-	315	44	32	50	39	37	60
gene:YBR175W	II	582408	583355	+	948	440	577	376	594	525	632
gene:YBR176W	II	583720	584658	+	939	798	592	322	644	824	792
gene:YBR177C	II	584807	586162	-	1356	2685	3425	4387	4103	4630	5091
gene:YBR178W	II	586071	586445	+	375	2	7	4	3	3	5
gene:YBR179C	II	586547	589114	-	2568	8261	4911	4022	4283	4060	4715
gene:YBR180W	II	589741	591459	+	1719	7163	6958	4123	3633	2571	1637
gene:YBR181C	II;II	591712;592769	592416;592774	-;-	711	13512	7615	7664	22748	28204	23719
gene:YBR182C	II	593506	594864	-	1359	420	243	287	978	898	926
gene:YBR182C-A	II	595361	595555	-	195	0	8	4	3	12	14
gene:YBR183W	II	596115	597065	+	951	1370	2542	1906	1054	1270	1097
gene:YBR184W	II	597363	598934	+	1572	4287	2845	983	527	476	451
gene:YBR185C	II	599123	599959	-	837	1491	1374	845	1306	1403	1456
gene:YBR186W	II;II	600553;602217	602103;602360	+;+	1695	2042	1523	1247	250	165	268
gene:YBR187W	II	602634	603476	+	843	1463	1519	1373	3299	3266	3205
gene:YBR188C	II	603685	604107	-	423	1066	811	328	620	664	716
gene:YBR189W	II;II	604508;604928	604514;605508	+;+	588	11360	5988	5564	22233	29220	23545
gene:YBR190W	II	605966	606277	+	312	0	3	4	3	3	1
gene:YBR191W	II;II	606270;606669	606280;607140	+;+	483	4746	3734	2511	11716	15355	11113
gene:YBR191W-A	II	607149	607223	+	75	35	17	14	43	98	53
gene:YBR192W	II	607652	608785	+	1134	1011	668	487	800	859	1103
gene:YBR193C	II	609082	609753	-	672	938	860	572	839	792	927
gene:YBR194W	II	610038	610409	+	372	516	525	280	487	511	547
gene:YBR195C	II	610614	611882	-	1269	3311	1856	1014	2000	1944	1774
gene:YBR196C	II	612236	613900	-	1665	36297	48921	50313	21411	22017	28806
gene:YBR196C-A	II	614024	614173	-	150	114	101	90	71	50	92
gene:YBR196C-B	II	614526	614630	-	105	83	67	61	61	75	76
gene:YBR197C	II	615203	615856	-	654	749	636	679	693	579	665
gene:YBR198C	II	616127	618523	-	2397	3240	2216	2160	3897	3404	4024
gene:YBR199W	II	618909	620303	+	1395	9651	7436	4873	4929	5000	6420
gene:YBR200W	II	620872	622527	+	1656	4287	2646	2298	3476	3551	3909
gene:YBR200W-A	II	622983	623147	+	165	11	5	0	1	1	0
gene:YBR201W	II	623576	624211	+	636	1121	1311	497	640	671	622
gene:YBR201C-A	II	624493	624696	-	204	818	1457	726	1075	970	662
gene:YBR202W	II	625772	628309	+	2538	7196	5900	7056	6551	5874	8197
gene:YBR203W	II	629168	631942	+	2775	10053	6871	7893	11376	9701	12815
gene:YBR204C	II	632254	633381	-	1128	3183	2590	1408	1305	1694	1633
gene:YBR205W	II	633622	634836	+	1215	1225	1074	1134	1318	1364	1413
gene:YBR206W	II	634601	634924	+	324	38	27	21	32	45	34
gene:YBR207W	II	635146	636543	+	1398	4112	3655	2304	3234	2978	2926
gene:YBR208C	II	636703	642210	-	5508	6579	3090	5950	17250	13273	16322
gene:YBR209W	II	642583	642900	+	318	13	9	13	9	7	10
gene:tC(GCA)B	II	643007	643078	-	72	3	4	1	0	1	3
gene:tE(UUC)B	II	645167	645238	+	72	1	1	0	3	0	1
gene:YBR210W	II	645550	645978	+	429	397	442	245	420	411	485
gene:YBR211C	II	646158	647132	-	975	1511	1101	623	1222	1010	1336
gene:YBR212W	II	647886	649904	+	2019	13317	11487	11674	5356	5027	6512
gene:YBR213W	II	650368	651192	+	825	1153	784	903	1832	1605	1667
gene:YBR214W	II	651415	652998	+	1584	7598	8455	8917	4529	3942	4861
gene:YBR215W	II;II	653356;653453	653368;655317	+;+	1878	3395	1750	1097	1480	1371	1642
gene:YBR216C	II	655576	657600	-	2025	3778	2696	2624	2801	2362	2913
gene:YBR217W	II	657832	658392	+	561	922	789	342	468	510	552
gene:YBR218C	II	658707	662249	-	3543	15979	9274	11086	22982	23107	26327
gene:YBR219C	II;II	662499;663003	662581;663303	-;-	384	4	11	9	8	6	15
gene:YBR220C	II	662995	664677	-	1683	1368	958	891	2005	1754	2165
gene:YBR221C	II	665153	666253	-	1101	15649	18034	15283	12648	14404	15095
gene:YBR221W-A	II	666538	666642	+	105	3	3	2	3	1	0
gene:YBR222C	II	666720	668351	-	1632	16753	13628	13220	32146	31715	42580
gene:YBR223C	II	668663	670297	-	1635	1336	1236	1164	1113	1012	1172
gene:YBR223W-A	II	668721	668840	+	120	0	0	0	0	5	1
gene:YBR224W	II	670125	670640	+	516	148	142	115	106	90	118
gene:YBR225W	II	670627	673329	+	2703	5126	4768	4573	3106	2674	3693
gene:YBR226C	II	673155	673565	-	411	8	6	0	6	2	15
gene:YBR227C	II	673572	675134	-	1563	2769	1161	758	1795	1545	2051
gene:YBR228W	II	675313	676227	+	915	926	500	328	784	771	951
gene:YBR229C	II	676357	679221	-	2865	10010	7401	6192	5892	4983	6679
gene:YBR230C	II;II	679549;680040	679942;680050	-;-	405	10324	18769	12044	8834	11173	9033
gene:YBR230W-A	II	680362	680562	+	201	295	472	259	243	291	176
gene:LSR1	II	680688	681862	-	1175	264750	897198	1538537	1681249	1127668	1250093
gene:YBR231C	II	682179	683090	-	912	389	234	273	356	298	297
gene:YBR232C	II	683373	683732	-	360	8	2	10	0	1	2
gene:YBR233W	II	683428	684669	+	1242	3937	2350	854	1010	1035	1094
gene:YBR233W-A	II	684977	685261	+	285	518	388	151	368	270	220
gene:YBR234C	II	685438	686592	-	1155	4256	5056	4184	4593	4376	4751
gene:YBR235W	II	686901	690263	+	3363	4313	3603	4149	3725	2941	3845
gene:YBR236C	II	690383	691693	-	1311	2544	1636	1157	1934	1950	2377
gene:YBR237W	II	691969	694518	+	2550	3419	1811	1876	2193	1849	2177
gene:YBR238C	II	695107	697302	-	2196	4332	1584	2304	6914	6498	9271
gene:YBR239C	II	698354	699943	-	1590	1888	1308	1236	2099	1998	2499
gene:YBR240C	II	700490	701842	-	1353	555	656	474	508	434	552
gene:YBR241C	II	702589	704055	-	1467	6075	12256	13978	5833	5303	5611
gene:YBR242W	II	704670	705386	+	717	3259	2094	926	2243	2165	2438
gene:YBR243C	II	705447	706793	-	1347	537	752	591	1010	1020	808
gene:YBR244W	II	707528	708016	+	489	595	685	215	1731	1792	1461
gene:YBR245C	II	708150	711539	-	3390	8112	4499	3935	5057	4675	5911
gene:YBR246W	II	711591	712754	+	1164	1735	1237	1191	3517	3143	3678
gene:YBR247C	II	713004	714455	-	1452	3251	859	928	5190	5128	6145
gene:YBR248C	II	714807	716465	-	1659	2750	1302	1551	5522	5222	5400
gene:YBR249C	II	716882	717994	-	1113	7767	4671	4232	19648	21673	18385
gene:YBR250W	II	719033	720604	+	1572	8113	6225	3662	1596	1103	966
gene:YBR251W	II	721390	722313	+	924	1653	1059	624	1643	1776	1791
gene:YBR252W	II	722611	723054	+	444	520	435	297	464	658	493
gene:YBR253W	II	723270	723635	+	366	1180	1122	361	945	940	1066
gene:YBR254C	II	723736	724263	-	528	462	517	246	787	814	870
gene:YBR255W	II	724456	726540	+	2085	2182	1500	1530	1529	1197	1594
gene:YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	1258	1747	821	743	746	601
gene:YBR256C	II	727386	728102	-	717	4892	6176	2731	5987	7960	6158
gene:YBR257W	II	728885	729724	+	840	2655	1875	747	1044	1084	1338
gene:YBR258C	II	729734	730162	-	429	176	135	52	97	102	102
gene:YBR259W	II	730387	732453	+	2067	1861	1345	985	1469	1170	1606
gene:YBR260C	II	732639	734639	-	2001	3705	2349	2067	2735	2495	3070
gene:YBR261C	II	734832	735530	-	699	693	440	305	1119	1345	1171
gene:YBR262C	II	735720	736040	-	321	979	1080	459	1515	1923	1379
gene:YBR263W	II	736264	737736	+	1473	10304	9309	11068	13559	12681	12750
gene:YBR264C	II	737770	738369	-	600	1128	753	312	702	654	550
gene:YBR265W	II	738582	739544	+	963	2610	2745	2260	3297	3508	3281
gene:YBR267W	II	739841	741022	+	1182	5221	1457	1281	5956	5433	6509
gene:YBR266C	II	739936	740388	-	453	0	1	4	3	1	0
gene:YBR268W	II	741299	741616	+	318	687	723	263	677	590	392
gene:YBR269C	II	742160	742576	-	417	1773	3559	2429	1758	2224	1601
gene:YBR270C	II	742761	744398	-	1638	1270	1157	744	1004	795	1032
gene:YBR271W	II	744852	746111	+	1260	620	316	278	907	952	1066
gene:YBR272C	II	746361	747803	-	1443	1424	1036	987	929	843	868
gene:YBR273C	II	748061	749371	-	1311	4044	2766	2122	2762	2839	2879
gene:YBR274W	II	749594	751177	+	1584	1635	1624	1174	1641	1249	1672
gene:YBR275C	II	751356	757106	-	5751	8932	5751	4912	3345	2702	3531
gene:YBR276C	II	757620	760043	-	2424	2676	2256	1931	2280	2191	2869
gene:YBR277C	II	760215	760616	-	402	7	12	6	10	2	10
gene:YBR278W	II	760294	760899	+	606	1751	1698	562	825	902	780
gene:YBR279W	II	761257	762594	+	1338	4485	2760	1641	2494	2556	3163
gene:YBR280C	II	762784	764697	-	1914	5370	5656	5980	2846	2581	2950
gene:YBR281C	II	764970	767606	-	2637	4082	2593	2541	3106	2772	3614
gene:YBR282W	II	768240	768680	+	441	1814	1254	333	648	749	707
gene:YBR283C	II	768943	770415	-	1473	5035	5543	4604	9296	8613	10337
gene:YBR284W	II	771239	773632	+	2394	1113	1159	823	706	731	716
gene:YBR285W	II	773922	774356	+	435	25665	21465	4994	7152	7297	4331
gene:YBR286W	II	774700	776313	+	1614	46665	47376	52663	33161	28922	40036
gene:YBR287W	II	776571	777854	+	1284	9326	13356	14897	18335	17392	17631
gene:YBR288C	II	778012	779463	-	1452	2321	1321	604	1741	1656	2054
gene:YBR289W	II	779667	782384	+	2718	4721	3082	2598	2411	2102	2429
gene:YBR290W	II	782591	783556	+	966	3732	2258	829	2190	2167	2238
gene:YBR291C	II	783673	784572	-	900	521	574	365	1099	1336	1230
gene:YBR292C	II	784702	785073	-	372	384	257	123	189	145	170
gene:YBR293W	II	787006	788430	+	1425	7054	3778	4219	4320	3251	3602
gene:YBR294W	II	789235	791814	+	2580	154208	69600	86994	113977	80541	96697
gene:YBR295W	II	792849	796499	+	3651	3582	2915	3268	4508	3533	4437
gene:YBR296C	II	796798	798522	-	1725	14390	6655	7660	50017	44046	41053
gene:YBR296C-A	II	800123	800242	-	120	10	10	5	4	8	12
gene:YBR297W	II	800523	801929	+	1407	3032	2610	2276	4757	4105	3944
gene:YBR298C	II	802631	804475	-	1845	62041	74627	100101	45581	49512	47793
gene:YBR298C-A	II	805035	805256	-	222	1	2	0	1	0	1
gene:YBR299W	II	805351	807105	+	1755	57748	62077	61096	64607	70722	69761
gene:YBR300C	II	808600	809097	-	498	21	27	12	12	6	1
gene:YBR301W	II	809057	809419	+	363	163	121	44	69	76	57
gene:YBR302C	II	810340	811479	-	1140	406	615	450	278	293	271
gene:YCL076W	III	1392	2135	+	744	0	2	3	0	0	0
gene:YCL075W	III	2126	2566	+	441	1	0	0	1	0	4
gene:YCL074W	III	2824	3750	+	927	1	6	3	0	4	3
gene:YCL073C	III	6479	8326	-	1848	4	2	0	2	4	4
gene:YCL069W	III	9706	11082	+	1377	2	4	2	0	0	2
gene:YCL068C	III	11503	12285	-	783	13	5	3	9	7	11
gene:YCL067C	III	12386	13018	-	633	4	3	0	3	6	3
gene:YCL066W	III	13282	13809	+	528	0	0	1	0	0	0
gene:YCL065W	III	13751	14119	+	369	3	0	0	0	0	1
gene:YCL064C	III	15798	16880	-	1083	703	436	284	313	259	270
gene:YCL063W	III	17290	18561	+	1272	1309	990	551	1226	999	1361
gene:YCL061C	III	18816	22106	-	3291	3863	2475	1776	994	902	1286
gene:YCL059C	III	22429	23379	-	951	4875	1450	699	4259	5097	5263
gene:YCL058C	III	23523	23981	-	459	275	340	269	340	423	325
gene:YCL058W-A	III	23584	23925	+	342	131	28	35	168	148	141
gene:YCL057C-A	III	24032	24325	-	294	1168	1531	1016	1473	1672	1369
gene:YCL057W	III	24768	26906	+	2139	12975	10249	8418	4618	4275	5593
gene:YCL056C	III	26925	27359	-	435	269	260	105	284	208	278
gene:YCL055W	III	27929	28936	+	1008	3358	2548	1063	1144	1274	1251
gene:YCL054W-A	III	30910	30996	+	87	10	7	2	8	7	7
gene:YCL054W	III	31449	33974	+	2526	6707	1441	1343	6537	5540	7305
gene:YCL052C	III	34143	35393	-	1251	5778	6059	4393	3970	3928	4625
gene:YCL051W	III	35865	37616	+	1752	4138	3121	2325	2386	2225	2787
gene:YCL050C	III	37836	38801	-	966	5647	3535	2156	4092	4380	4731
gene:YCL049C	III	39786	40724	-	939	1852	2626	1640	1316	1462	1716
gene:YCL048W-A	III	41488	41727	+	240	1036	4560	4269	1170	1401	840
gene:YCL048W	III	42165	43556	+	1392	15290	9985	5270	3733	2903	1782
gene:YCL047C	III	43661	44437	-	777	854	983	363	1088	1070	981
gene:YCL045C	III	44623	46905	-	2283	12407	7474	6905	8257	7737	9529
gene:YCL046W	III	46640	46963	+	324	4	6	6	4	0	1
gene:YCL044C	III	47111	48364	-	1254	1086	1072	1163	1030	985	1117
gene:YCL043C	III	48653	50221	-	1569	28555	23815	25780	26256	25740	27759
gene:YCL041C	III	50133	50627	-	495	6	9	10	6	15	18
gene:YCL042W	III	50584	50943	+	360	18	17	14	20	23	20
gene:YCL040W	III	50838	52340	+	1503	32381	60924	72934	37317	37228	38759
gene:YCL039W	III	52645	54882	+	2238	2957	2943	2600	2111	1819	2346
gene:YCL038C	III	54941	56527	-	1587	2877	2889	2847	1850	1848	2092
gene:YCL037C	III	57374	58678	-	1305	2939	1023	1532	3718	3367	4552
gene:YCL036W	III	59026	60726	+	1701	760	437	478	1850	1765	2427
gene:YCL035C	III	60841	61173	-	333	3893	6500	2282	3047	3591	3009
gene:YCL034W	III	61658	62722	+	1065	3217	2836	2495	3277	3053	3432
gene:YCL033C	III	62776	63282	-	507	896	1617	1541	695	839	603
gene:YCL032W	III	63441	64481	+	1041	2891	2136	1338	1391	1279	1821
gene:YCL031C	III	64675	65568	-	894	5372	3084	1150	3674	4069	4758
gene:YCL030C	III	65934	68333	-	2400	4959	2750	3371	13731	14565	13830
gene:YCL029C	III	68599	69921	-	1323	2631	1243	971	1840	1716	2293
gene:YCL028W	III	70150	71367	+	1218	3124	2651	3268	3775	3519	4058
gene:YCL027W	III	71803	73341	+	1539	308	278	145	119	140	97
gene:YCL026C-B	III	73405	73986	-	582	1635	1491	1403	2789	3729	2349
gene:YCL026C-A	III	74704	75285	-	582	344	250	173	595	680	469
gene:YCL025C	III	76018	77919	-	1902	14703	8753	11275	71449	58455	58665
gene:YCL023C	III	78949	79296	-	348	5	6	3	0	1	4
gene:YCL024W	III	79162	82275	+	3114	2154	1452	1154	841	834	1060
gene:YCL022C	III	81570	82085	-	516	0	3	6	0	6	3
gene:tE(UUC)C	III	82462	82533	-	72	4	1	0	2	1	1
gene:YCL021W-A	III	83620	83997	+	378	1050	873	245	323	255	149
gene:tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	0	4	0	0	4	0
gene:YCL018W	III	91324	92418	+	1095	1606	1446	2269	9382	9984	10995
gene:YCL017C	III	92777	94270	-	1494	7949	6214	6743	8008	8007	8977
gene:YCL016C	III	94621	95763	-	1143	1482	951	636	1386	1384	1379
gene:YCL014W	III	96281	101191	+	4911	5577	2979	3252	3920	3467	4829
gene:YCL012C	III;III	101317;101701	101633;101788	-;-	405	1157	2113	1383	1096	1197	1166
gene:YCL011C	III	102075	103358	-	1284	3301	1971	1658	4037	3753	4249
gene:YCL010C	III	103571	104350	-	780	1300	833	1148	1135	940	1156
gene:YCL009C	III	104619	105548	-	930	7555	8211	8260	16969	17507	16157
gene:YCL008C	III	105696	106853	-	1158	1304	889	892	1555	1218	1618
gene:YCL007C	III	106974	107366	-	393	6	12	8	6	13	4
gene:YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	1268	1588	513	1388	1882	837
gene:snR43	III	107504	107712	-	209	520	190	887	331	341	287
gene:YCL005W	III	108021	108791	+	771	677	920	665	1102	987	1018
gene:YCL004W	III	109105	110670	+	1566	1519	1238	928	919	833	1120
gene:YCL002C	III;III	110808;111634	111557;111675	-;-	792	521	808	657	1137	1285	1180
gene:YCL001W	III	111916	112482	+	567	1381	2290	1065	1476	1863	1633
gene:YCL001W-A	III	113080	113541	+	462	99	77	36	25	35	36
gene:YCL001W-B	III	113770	114024	+	255	72	32	26	14	14	20
gene:YCR001W	III	115685	115999	+	315	7	2	4	4	2	3
gene:YCR002C	III	117380	118348	-	969	11892	7824	4186	5124	4450	4327
gene:YCR003W	III	118620	119171	+	552	1074	905	271	495	637	701
gene:YCR004C	III	119575	120318	-	744	7346	9407	6986	5208	6529	6573
gene:YCR005C	III	120946	122328	-	1383	19314	17778	19374	80738	85934	73225
gene:YCR006C	III	122530	123003	-	474	850	786	773	804	686	754
gene:tP(AGG)C	III	123577	123648	-	72	18	21	32	29	21	28
gene:YCR007C	III	126011	126730	-	720	735	635	403	1274	1295	1079
gene:tN(GUU)C	III	127716	127789	+	74	0	1	1	1	2	6
gene:YCR008W	III	128470	130281	+	1812	7208	4932	4039	7159	6502	7606
gene:YCR009C	III	130745	131542	-	798	5713	4745	2696	3247	3267	3781
gene:YCR010C	III	132273	133124	-	852	85423	130304	84702	64705	59796	39585
gene:YCR011C	III	133724	136873	-	3150	13731	11371	11452	5232	4884	6298
gene:YCR012W	III	137746	138996	+	1251	55977	117527	174087	50791	58354	62371
gene:YCR013C	III	138402	139049	-	648	1	7	2	19	16	4
